"year","month","approve","unemp"
1996,1,0.390688270330429,12
1996,2,0.378406167030334,12.3000001907349
1996,3,0.363742679357529,11.8999996185303
1996,4,0.395372241735458,11.5
1996,5,0.443632572889328,11.1000003814697
1996,6,0.370672106742859,11
1996,7,0.361028671264648,11.3000001907349
1996,8,0.358192026615143,11.3000001907349
1996,9,0.355355352163315,11.1999998092651
1996,10,0.380081295967102,11.1999998092651
1996,11,0.37941786646843,11.3999996185303
1996,12,0.363184094429016,12
1997,1,0.303643733263016,13.5
1997,2,0.28453266620636,13.5
1997,3,0.309121608734131,13
1997,4,0.316393435001373,12.6000003814697
1997,5,0.303946256637573,12.3000001907349
1997,6,0.263361722230911,12.1999998092651
1997,7,0.271187037229538,12.6000003814697
1997,8,0.279012352228165,12.6999998092651
1997,9,0.320481926202774,12.5
1997,10,0.313586086034775,12.3999996185303
1997,11,0.272515535354614,12.5
1997,12,0.263029307126999,13.1000003814697
1998,1,0.264864861965179,14
1998,2,0.255161017179489,14
1998,3,0.311793208122253,13.3999996185303
1998,4,0.296610176563263,12.6999998092651
1998,5,0.316775232553482,12.1000003814697
1998,6,0.361928105354309,11.6999998092651
1998,7,0.350862771272659,11.8999996185303
1998,8,0.3924860060215,11.8000001907349
1998,9,0.398692816495895,11.3999996185303
